"Dataset","Model","Metric","Value"
"boston","LightGBM","RMSE",3.76195263284612
"boston","LightGBM","RMSE",3.15590375588888
"boston","LightGBM","RMSE",3.39568016978592
"boston","LightGBM","RMSE",2.9560334153603
"boston","LightGBM","RMSE",3.68166447200616
"boston","LightGBM","R2",0.907222372032644
"boston","LightGBM","R2",0.882011143391543
"boston","LightGBM","R2",0.910606907868076
"boston","LightGBM","R2",0.789342686833023
"boston","LightGBM","R2",0.910523330163538
"boston","LightGBM","R2",0.83588810639947
"boston","LightGBM","R2",0.849362660732079
"boston","LightGBM","R2",0.866594242137799
"boston","LightGBM","R2",0.903911255306127
"boston","LightGBM","R2",0.849875507380688
"boston","RaFFLE","MSE",11.6614768690932
"boston","RaFFLE","MSE",10.0997081549755
"boston","RaFFLE","MSE",10.0282757624869
"boston","RaFFLE","MSE",14.1054093260009
"boston","RaFFLE","MSE",11.4795846533186
"boston","RaFFLE","MSE",19.0001598744074
"boston","RaFFLE","MSE",8.57949058706335
"boston","RaFFLE","MSE",13.8161102538552
"boston","RaFFLE","MSE",8.97553953123356
"boston","RaFFLE","MSE",11.4471153898021
"boston","RaFFLE","MAE",2.20309142409456
"boston","RaFFLE","MAE",2.29228719405042
"boston","RaFFLE","MAE",1.99201325539435
"boston","RaFFLE","MAE",2.22833850835961
"boston","RaFFLE","MAE",2.43911227291905
"boston","RaFFLE","MAE",2.61385619054038
"boston","RaFFLE","MAE",2.22813158870054
"boston","RaFFLE","MAE",2.63508413124294
"boston","RaFFLE","MAE",2.17363146330922
"boston","RaFFLE","MAE",2.11849960937708
"boston","RaFFLE","RMSE",3.41489046223933
"boston","RaFFLE","RMSE",3.17800380034001
"boston","RaFFLE","RMSE",3.16674529485509
"boston","RaFFLE","RMSE",3.75571688576241
"boston","RaFFLE","RMSE",3.38815357581657
"boston","RaFFLE","RMSE",4.35891728235435
"boston","RaFFLE","RMSE",2.9290767465301
"boston","RaFFLE","RMSE",3.71700285900551
"boston","RaFFLE","RMSE",2.99592048146034
"boston","RaFFLE","RMSE",3.38335859609975
"boston","RaFFLE","R2",0.867054196317916
"boston","RaFFLE","R2",0.884684951712017
"boston","RaFFLE","R2",0.868502826976152
"boston","RaFFLE","R2",0.77092068841781
"boston","RaFFLE","R2",0.886095299003728
"boston","RaFFLE","R2",0.779671506032226
"boston","RaFFLE","R2",0.870238266818523
"boston","RaFFLE","R2",0.840152146868915
"boston","RaFFLE","R2",0.90130062429209
"boston","RaFFLE","R2",0.873217532474811
"boston","PRForest","MSE",40.559593163072
"boston","PRForest","MSE",47.2607385305733
"boston","PRForest","MSE",50.8338726888229
"boston","PRForest","MSE",33.1066782007957
"boston","PRForest","MSE",48.8633880816914
"boston","PRForest","MSE",37.5076862880834
"boston","PRForest","MSE",23.9482433642869
"boston","PRForest","MSE",38.6427543344072
"boston","PRForest","MSE",33.5373306366178
"boston","PRForest","MSE",42.1499634658366
"boston","PRForest","MAE",4.56698341975331
"boston","PRForest","MAE",4.86655671017419
"boston","PRForest","MAE",4.41127782850458
"boston","PRForest","MAE",3.66161961512446
"boston","PRForest","MAE",4.86539050523339
"boston","PRForest","MAE",4.64781393154898
"boston","PRForest","MAE",3.48792888624369
"boston","PRForest","MAE",4.38126428388376
"boston","PRForest","MAE",4.50114294747364
"boston","PRForest","MAE",4.51811482143955
"boston","PRForest","RMSE",6.36864139067918
"boston","PRForest","RMSE",6.87464461121979
"boston","PRForest","RMSE",7.12978770292797
"boston","PRForest","RMSE",5.75384030025127
"boston","PRForest","RMSE",6.99023519501965
"boston","PRForest","RMSE",6.12435190759671
"boston","PRForest","RMSE",4.89369424507569
"boston","PRForest","RMSE",6.21632965136238
"boston","PRForest","RMSE",5.79114242931546
"boston","PRForest","RMSE",6.49230032159916
"boston","PRForest","R2",0.537603360996736
"boston","PRForest","R2",0.460392888373315
"boston","PRForest","R2",0.333433711761355
"boston","PRForest","R2",0.462330027032148
"boston","PRForest","R2",0.515159321770333
"boston","PRForest","R2",0.565055658126303
"boston","PRForest","R2",0.637791366041308
"boston","PRForest","R2",0.552916037442352
"boston","PRForest","R2",0.631207284506383
"boston","PRForest","R2",0.533168296787149
"diamonds","Lasso","MSE",2160771.67826764
"diamonds","Lasso","MSE",2493165.25596489
"diamonds","Lasso","MSE",2402202.49521467
"diamonds","Lasso","MSE",2425581.83651919
"diamonds","Lasso","MSE",2053090.04463226
"diamonds","Lasso","MSE",1667703.9441389
"diamonds","Lasso","MSE",1910632.92378272
"diamonds","Lasso","MSE",2213819.0706464
"diamonds","Lasso","MSE",1640209.4599
"diamonds","Lasso","MSE",2292924.58632886
"diamonds","Lasso","MAE",887.749780695315
"diamonds","Lasso","MAE",928.254978645109
"diamonds","Lasso","MAE",884.98814710461
"diamonds","Lasso","MAE",889.387738261896
"diamonds","Lasso","MAE",892.375894561286
"diamonds","Lasso","MAE",792.898891370716
"diamonds","Lasso","MAE",838.876740409214
"diamonds","Lasso","MAE",917.367507819498
"diamonds","Lasso","MAE",823.898930444565
"diamonds","Lasso","MAE",907.428232030149
"diamonds","Lasso","RMSE",1469.95635250426
"diamonds","Lasso","RMSE",1578.97601500621
"diamonds","Lasso","RMSE",1549.90402774322
"diamonds","Lasso","RMSE",1557.42795548275
"diamonds","Lasso","RMSE",1432.86079038833
"diamonds","Lasso","RMSE",1291.39612208606
"diamonds","Lasso","RMSE",1382.25646093
"diamonds","Lasso","RMSE",1487.89081274346
"diamonds","Lasso","RMSE",1280.70662522687
"diamonds","Lasso","RMSE",1514.24059723971
"diamonds","Lasso","R2",0.861916706520854
"diamonds","Lasso","R2",0.839190527464337
"diamonds","Lasso","R2",0.850636582044119
"diamonds","Lasso","R2",0.850558356828927
"diamonds","Lasso","R2",0.866451363571775
"diamonds","Lasso","R2",0.892807762725155
"diamonds","Lasso","R2",0.876443272753384
"diamonds","Lasso","R2",0.856213030764151
"diamonds","Lasso","R2",0.891182094098531
"diamonds","Lasso","R2",0.860440453195657
"diamonds","Ridge","MSE",2160768.04085072
"diamonds","Ridge","MSE",2493138.93205929
"diamonds","Ridge","MSE",2398036.45989695
"diamonds","Ridge","MSE",2425571.21179147
"diamonds","Ridge","MSE",2053091.89852028
"diamonds","Ridge","MSE",1662585.63516215
"diamonds","Ridge","MSE",1910599.08072813
"diamonds","Ridge","MSE",2214786.42938005
"diamonds","Ridge","MSE",1636435.55416086
"diamonds","Ridge","MSE",2292907.93682106
"diamonds","Ridge","MAE",887.764117418024
"diamonds","Ridge","MAE",928.26937119753
"diamonds","Ridge","MAE",882.408292481467
"diamonds","Ridge","MAE",889.405639596773
"diamonds","Ridge","MAE",892.389742118922
"diamonds","Ridge","MAE",792.587117451466
"diamonds","Ridge","MAE",838.884687218446
"diamonds","Ridge","MAE",918.509608345694
"diamonds","Ridge","MAE",824.270305599605
"diamonds","Ridge","MAE",907.447078780193
"diamonds","Ridge","RMSE",1469.95511525037
"diamonds","Ridge","RMSE",1578.967679232
"diamonds","Ridge","RMSE",1548.55947896648
"diamonds","Ridge","RMSE",1557.42454449372
"diamonds","Ridge","RMSE",1432.86143730658
"diamonds","Ridge","RMSE",1289.41290328666
"diamonds","Ridge","RMSE",1382.24421891651
"diamonds","Ridge","RMSE",1488.21585443109
"diamonds","Ridge","RMSE",1279.23240818894
"diamonds","Ridge","RMSE",1514.23509958694
"diamonds","Ridge","R2",0.861916938968601
"diamonds","Ridge","R2",0.839192225359559
"diamonds","Ridge","R2",0.850895616524193
"diamonds","Ridge","R2",0.850559011425175
"diamonds","Ridge","R2",0.866451242980757
"diamonds","Ridge","R2",0.893136743772547
"diamonds","Ridge","R2",0.876445461314574
"diamonds","Ridge","R2",0.856150201067579
"diamonds","Ridge","R2",0.891432469754593
"diamonds","Ridge","R2",0.860441466572973
"diamonds","PILOT","MSE",1843294.41994644
"diamonds","PILOT","MSE",1969438.61773003
"diamonds","PILOT","MSE",2230763.23744608
"diamonds","PILOT","MSE",1987398.48808548
"diamonds","PILOT","MSE",1778663.25417742
"diamonds","PILOT","MSE",1531696.9327727
"diamonds","PILOT","MSE",1842815.41939257
"diamonds","PILOT","MSE",2000212.22924786
"diamonds","PILOT","MSE",1504591.34805655
"diamonds","PILOT","MSE",1907618.66217434
"diamonds","PILOT","MAE",795.282407565235
"diamonds","PILOT","MAE",818.97945709089
"diamonds","PILOT","MAE",795.092376554014
"diamonds","PILOT","MAE",797.748150681075
"diamonds","PILOT","MAE",787.227890483107
"diamonds","PILOT","MAE",706.123048332836
"diamonds","PILOT","MAE",747.915797586184
"diamonds","PILOT","MAE",812.723211357443
"diamonds","PILOT","MAE",742.395214362118
"diamonds","PILOT","MAE",797.08806655536
"diamonds","PILOT","RMSE",1357.67979286223
"diamonds","PILOT","RMSE",1403.36688635938
"diamonds","PILOT","RMSE",1493.57398124301
"diamonds","PILOT","RMSE",1409.75121496152
"diamonds","PILOT","RMSE",1333.66534564613
"diamonds","PILOT","RMSE",1237.61744201215
"diamonds","PILOT","RMSE",1357.5033773043
"diamonds","PILOT","RMSE",1414.28859475281
"diamonds","PILOT","RMSE",1226.61784923282
"diamonds","PILOT","RMSE",1381.16568961669
"diamonds","PILOT","R2",0.882204970141963
"diamonds","PILOT","R2",0.872970961491295
"diamonds","PILOT","R2",0.8612962802016
"diamonds","PILOT","R2",0.877555112252403
"diamonds","PILOT","R2",0.884302175210766
"diamonds","PILOT","R2",0.901549659561608
"diamonds","PILOT","R2",0.880828892192983
"diamonds","PILOT","R2",0.870086739207619
"diamonds","PILOT","R2",0.900179529666312
"diamonds","PILOT","R2",0.883892214529913
"diamonds","RandomForest","MSE",1846994.33632461
"diamonds","RandomForest","MSE",2088392.92501596
"diamonds","RandomForest","MSE",2274561.905028
"diamonds","RandomForest","MSE",2053256.72022006
"diamonds","RandomForest","MSE",1844631.68723446
"diamonds","RandomForest","MSE",1758611.65870279
"diamonds","RandomForest","MSE",1880018.94599681
"diamonds","RandomForest","MSE",1941980.04887535
"diamonds","RandomForest","MSE",1611373.17586226
"diamonds","RandomForest","MSE",1960174.19512662
"diamonds","RandomForest","MAE",788.747445130868
"diamonds","RandomForest","MAE",840.845058198499
"diamonds","RandomForest","MAE",804.008950712619
"diamonds","RandomForest","MAE",800.703172372456
"diamonds","RandomForest","MAE",788.506754348468
"diamonds","RandomForest","MAE",742.92970357279
"diamonds","RandomForest","MAE",765.506468880002
"diamonds","RandomForest","MAE",807.793709038452
"diamonds","RandomForest","MAE",761.27676160877
"diamonds","RandomForest","MAE",794.840147358874
"diamonds","RandomForest","RMSE",1359.04169778731
"diamonds","RandomForest","RMSE",1445.12730408638
"diamonds","RandomForest","RMSE",1508.16507883852
"diamonds","RandomForest","RMSE",1432.9189510297
"diamonds","RandomForest","RMSE",1358.1721861511
"diamonds","RandomForest","RMSE",1326.12656209835
"diamonds","RandomForest","RMSE",1371.13782895696
"diamonds","RandomForest","RMSE",1393.54944256576
"diamonds","RandomForest","RMSE",1269.39874580931
"diamonds","RandomForest","RMSE",1400.062211163
"diamonds","RandomForest","R2",0.881968528390975
"diamonds","RandomForest","R2",0.865298393712352
"diamonds","RandomForest","R2",0.858572979936539
"diamonds","RandomForest","R2",0.873497544588285
"diamonds","RandomForest","R2",0.880011085151122
"diamonds","RandomForest","R2",0.886964638504041
"diamonds","RandomForest","R2",0.878423016144249
"diamonds","RandomForest","R2",0.873868904082238
"diamonds","RandomForest","R2",0.893095205880704
"diamonds","RandomForest","R2",0.880693406158887
"diamonds","XGBoost","MSE",1758797.69341919
"diamonds","XGBoost","MSE",1910263.61113816
"diamonds","XGBoost","MSE",2165822.23378186
"diamonds","XGBoost","MSE",1860269.1307835
"diamonds","XGBoost","MSE",1698477.4160868
"diamonds","XGBoost","MSE",1555188.98152458
"diamonds","XGBoost","MSE",1772966.39849635
"diamonds","XGBoost","MSE",1902700.30129857
"diamonds","XGBoost","MSE",1468451.1555425
"diamonds","XGBoost","MSE",1883337.56938792
"diamonds","XGBoost","MAE",766.143897277832
"diamonds","XGBoost","MAE",807.541916412354
"diamonds","XGBoost","MAE",786.616941680908
"diamonds","XGBoost","MAE",775.907413757324
"diamonds","XGBoost","MAE",764.954371704102
"diamonds","XGBoost","MAE",713.250294158936
"diamonds","XGBoost","MAE",731.533133270264
"diamonds","XGBoost","MAE",793.72592980957
"diamonds","XGBoost","MAE",738.811286407471
"diamonds","XGBoost","MAE",783.556638183594
"diamonds","XGBoost","RMSE",1326.19670238588
"diamonds","XGBoost","RMSE",1382.12286398068
"diamonds","XGBoost","RMSE",1471.67327684574
"diamonds","XGBoost","RMSE",1363.91683426208
"diamonds","XGBoost","RMSE",1303.25646596777
"diamonds","XGBoost","RMSE",1247.07216371972
"diamonds","XGBoost","RMSE",1331.52784368047
"diamonds","XGBoost","RMSE",1379.38402966635
"diamonds","XGBoost","RMSE",1211.79666427273
"diamonds","XGBoost","RMSE",1372.34746671093
"diamonds","XGBoost","R2",0.887604701360416
"diamonds","XGBoost","R2",0.876787756857974
"diamonds","XGBoost","R2",0.865334162225324
"diamonds","XGBoost","R2",0.885387632996274
"diamonds","XGBoost","R2",0.889518073736919
"diamonds","XGBoost","R2",0.900039700151406
"diamonds","XGBoost","R2",0.885345885654098
"diamonds","XGBoost","R2",0.87642011340702
"diamonds","XGBoost","R2",0.902577211282229
"diamonds","XGBoost","R2",0.885370090568834
"diamonds","LightGBM","MSE",1764440.82857594
"diamonds","LightGBM","MSE",1943529.62699145
"diamonds","LightGBM","MSE",2166796.79816019
"diamonds","LightGBM","MSE",1897170.34752685
"diamonds","LightGBM","MSE",1721918.52234406
"diamonds","LightGBM","MSE",1573291.35121949
"diamonds","LightGBM","MSE",1791373.79091227
"diamonds","LightGBM","MSE",1862046.24703969
"diamonds","LightGBM","MSE",1453579.50561053
"diamonds","LightGBM","MSE",1823858.95057164
"diamonds","LightGBM","MAE",770.568435461711
"diamonds","LightGBM","MAE",817.282938461813
"diamonds","LightGBM","MAE",794.595747303011
"diamonds","LightGBM","MAE",780.63482618878
"diamonds","LightGBM","MAE",769.626207584246
"diamonds","LightGBM","MAE",711.362431542026
"diamonds","LightGBM","MAE",747.932153699773
"diamonds","LightGBM","MAE",790.734159734012
"diamonds","LightGBM","MAE",736.420839075177
"diamonds","LightGBM","MAE",777.287723712914
"diamonds","LightGBM","RMSE",1328.32256194643
"diamonds","LightGBM","RMSE",1394.105314168
"diamonds","LightGBM","RMSE",1472.00434719473
"diamonds","LightGBM","RMSE",1377.378069931
"diamonds","LightGBM","RMSE",1312.21893079778
"diamonds","LightGBM","RMSE",1254.30911310549
"diamonds","LightGBM","RMSE",1338.42212732466
"diamonds","LightGBM","RMSE",1364.56815404716
"diamonds","LightGBM","RMSE",1205.64485053043
"diamonds","LightGBM","RMSE",1350.50322123705
"diamonds","LightGBM","R2",0.887244078951381
"diamonds","LightGBM","R2",0.874642094652097
"diamonds","LightGBM","R2",0.865273566057076
"diamonds","LightGBM","R2",0.883114125509488
"diamonds","LightGBM","R2",0.887993285389125
"diamonds","LightGBM","R2",0.898876164192645
"diamonds","LightGBM","R2",0.88415551719779
"diamonds","LightGBM","R2",0.879060583591121
"diamonds","LightGBM","R2",0.903563854660688
"diamonds","LightGBM","R2",0.888990274649915
"diamonds","RaFFLE","MSE",1780752.15205198
"diamonds","RaFFLE","MSE",1914839.13815697
"diamonds","RaFFLE","MSE",2159908.55630396
"diamonds","RaFFLE","MSE",1903362.57168261
"diamonds","RaFFLE","MSE",1706499.77671556
"diamonds","RaFFLE","MSE",1498503.3886578
"diamonds","RaFFLE","MSE",1799903.05421621
"diamonds","RaFFLE","MSE",1895217.28732514
"diamonds","RaFFLE","MSE",1431179.1249581
"diamonds","RaFFLE","MSE",1881018.75841589
"diamonds","RaFFLE","MAE",774.336137729659
"diamonds","RaFFLE","MAE",808.246306619905
"diamonds","RaFFLE","MAE",788.199057266668
"diamonds","RaFFLE","MAE",783.017232999575
"diamonds","RaFFLE","MAE",763.422269704412
"diamonds","RaFFLE","MAE",700.708875750893
"diamonds","RaFFLE","MAE",736.833982102783
"diamonds","RaFFLE","MAE",800.490081135142
"diamonds","RaFFLE","MAE",727.899898098066
"diamonds","RaFFLE","MAE",777.032498464446
"diamonds","RaFFLE","RMSE",1334.44825754016
"diamonds","RaFFLE","RMSE",1383.77712734275
"diamonds","RaFFLE","RMSE",1469.66273556349
"diamonds","RaFFLE","RMSE",1379.62406897046
"diamonds","RaFFLE","RMSE",1306.33065366911
"diamonds","RaFFLE","RMSE",1224.13372989139
"diamonds","RaFFLE","RMSE",1341.60465645294
"diamonds","RaFFLE","RMSE",1376.66890984185
