"Dataset","Model","Metric","Value"
"boston","PRForest","RMSE",4.1859585774419
"boston","PRForest","RMSE",4.64429635851984
"boston","PRForest","RMSE",5.15320587442611
"boston","PRForest","RMSE",5.11953574720288
"boston","PRForest","RMSE",4.82779047278724
"boston","PRForest","RMSE",4.70685415376635
"boston","PRForest","RMSE",4.14913716880389
"boston","PRForest","RMSE",4.62492522630055
"boston","PRForest","RMSE",4.11791314769999
"boston","PRForest","RMSE",5.38624023302526
"boston","PRForest","R2",0.800238895127513
"boston","PRForest","R2",0.753726881126365
"boston","PRForest","R2",0.651786876530136
"boston","PRForest","R2",0.574341475325785
"boston","PRForest","R2",0.768733727774229
"boston","PRForest","R2",0.743093617661064
"boston","PRForest","R2",0.73962413792049
"boston","PRForest","R2",0.752525503805964
"boston","PRForest","R2",0.813530328085006
"boston","PRForest","R2",0.678682352558235
"boston","RandomForest","MSE",7.50172977672497
"boston","RandomForest","MSE",11.5885222161322
"boston","RandomForest","MSE",11.3922750426432
"boston","RandomForest","MSE",14.6732542281172
"boston","RandomForest","MSE",10.5430439135715
"boston","RandomForest","MSE",10.3682087940856
"boston","RandomForest","MSE",7.53794980375055
"boston","RandomForest","MSE",11.3412348343239
"boston","RandomForest","MSE",8.51835718292573
"boston","RandomForest","MSE",14.5784162801475
"boston","RandomForest","MAE",2.01606693596625
"boston","RandomForest","MAE",2.48813040173334
"boston","RandomForest","MAE",2.22903782819153
"boston","RandomForest","MAE",2.20611323462804
"boston","RandomForest","MAE",2.10934144594901
"boston","RandomForest","MAE",2.32772924117991
"boston","RandomForest","MAE",2.00460841581819
"boston","RandomForest","MAE",2.44031524790854
"boston","RandomForest","MAE",2.14827679667271
"boston","RandomForest","MAE",2.22773753873211
"boston","RandomForest","RMSE",2.73892858189566
"boston","RandomForest","RMSE",3.40419185947739
"boston","RandomForest","RMSE",3.37524444190982
"boston","RandomForest","RMSE",3.83056839491441
"boston","RandomForest","RMSE",3.24700537627696
"boston","RandomForest","RMSE",3.21997030950374
"boston","RandomForest","RMSE",2.74553269945024
"boston","RandomForest","RMSE",3.3676749894139
"boston","RandomForest","RMSE",2.91862248037079
"boston","RandomForest","RMSE",3.81816923147043
"boston","RandomForest","R2",0.914477085075239
"boston","RandomForest","R2",0.867686176824692
"boston","RandomForest","R2",0.850617195029525
"boston","RandomForest","R2",0.761698586722223
"boston","RandomForest","R2",0.895388003936295
"boston","RandomForest","R2",0.879768810165574
"boston","RandomForest","R2",0.885991199449005
"boston","RandomForest","R2",0.868785641775238
"boston","RandomForest","R2",0.90632802261234
"boston","RandomForest","R2",0.838536825595986
"boston","XGBoost","MSE",6.44611430156888
"boston","XGBoost","MSE",6.10585473198957
"boston","XGBoost","MSE",5.20630982588933
"boston","XGBoost","MSE",8.64384085783761
"boston","XGBoost","MSE",10.5492301052238
"boston","XGBoost","MSE",14.3484095982433
"boston","XGBoost","MSE",8.1123910126789
"boston","XGBoost","MSE",9.78919456488269
"boston","XGBoost","MSE",7.70251461703058
"boston","XGBoost","MSE",5.63891590797988
"boston","XGBoost","MAE",1.95615301865798
"boston","XGBoost","MAE",1.86063751990979
"boston","XGBoost","MAE",1.61978254318237
"boston","XGBoost","MAE",2.10344203500187
"boston","XGBoost","MAE",2.33369938345516
"boston","XGBoost","MAE",2.15946515655518
"boston","XGBoost","MAE",1.82204420052323
"boston","XGBoost","MAE",2.24389087452608
"boston","XGBoost","MAE",2.10072014672416
"boston","XGBoost","MAE",1.82613073236802
"boston","XGBoost","RMSE",2.53891990845889
"boston","XGBoost","RMSE",2.47100277862846
"boston","XGBoost","RMSE",2.28173395160113
"boston","XGBoost","RMSE",2.94004096193193
"boston","XGBoost","RMSE",3.24795783612162
"boston","XGBoost","RMSE",3.78792946056858
"boston","XGBoost","RMSE",2.8482259412973
"boston","XGBoost","RMSE",3.1287688576951
"boston","XGBoost","RMSE",2.77534045065296
"boston","XGBoost","RMSE",2.37464016389429
"boston","XGBoost","R2",0.926511551146669
"boston","XGBoost","R2",0.930285417909633
"boston","XGBoost","R2",0.931731531899861
"boston","XGBoost","R2",0.859619450426764
"boston","XGBoost","R2",0.895326622245952
"boston","XGBoost","R2",0.83361384859335
"boston","XGBoost","R2",0.877302981177188
"boston","XGBoost","R2",0.886742237407786
"boston","XGBoost","R2",0.915299422231224
"boston","XGBoost","R2",0.937546215912383
"boston","LightGBM","MSE",8.13808433621474
"boston","LightGBM","MSE",10.3338899387067
"boston","LightGBM","MSE",6.81732206514998
"boston","LightGBM","MSE",12.9710867786926
"boston","LightGBM","MSE",9.01767000747686
"boston","LightGBM","MSE",14.1522876117779
"boston","LightGBM","MSE",9.95972851643353
"boston","LightGBM","MSE",11.5306438154773
"boston","LightGBM","MSE",8.7381335527267
"boston","LightGBM","MSE",13.5546532844324
"boston","LightGBM","MAE",2.16002876672682
"boston","LightGBM","MAE",2.17636675632542
"boston","LightGBM","MAE",1.81927177187898
"boston","LightGBM","MAE",2.23498317746618
"boston","LightGBM","MAE",2.06917398924045
"boston","LightGBM","MAE",2.21829153911353
"boston","LightGBM","MAE",2.06737184579212
"boston","LightGBM","MAE",2.44598053642072
"boston","LightGBM","MAE",2.15424921743434
"boston","LightGBM","MAE",2.04744785099807
"boston","LightGBM","RMSE",2.85273278387842
"boston","LightGBM","RMSE",3.21463682843128
"boston","LightGBM","RMSE",2.61100020397356
"boston","LightGBM","RMSE",3.60153950119843
"boston","LightGBM","RMSE",3.00294355715802
"boston","LightGBM","RMSE",3.76195263284612
"boston","LightGBM","RMSE",3.15590375588888
"boston","LightGBM","RMSE",3.39568016978592
"boston","LightGBM","RMSE",2.9560334153603
"boston","LightGBM","RMSE",3.68166447200616
"boston","LightGBM","R2",0.907222372032644
"boston","LightGBM","R2",0.882011143391543
"boston","LightGBM","R2",0.910606907868076
"boston","LightGBM","R2",0.789342686833023
"boston","LightGBM","R2",0.910523330163538
"boston","LightGBM","R2",0.83588810639947
"boston","LightGBM","R2",0.849362660732079
"boston","LightGBM","R2",0.866594242137799
"boston","LightGBM","R2",0.903911255306127
"boston","LightGBM","R2",0.849875507380688
"diamonds","RaFFLE","MSE",1769681.52848925
"diamonds","RaFFLE","MSE",1922598.67082322
"diamonds","RaFFLE","MSE",2152763.21909471
"diamonds","RaFFLE","MSE",1908901.06068532
"diamonds","RaFFLE","MSE",1704054.65001468
"diamonds","RaFFLE","MSE",1513810.35454266
"diamonds","RaFFLE","MSE",1830018.23903377
"diamonds","RaFFLE","MSE",1873427.50353059
"diamonds","RaFFLE","MSE",1438660.94198975
"diamonds","RaFFLE","MSE",1864352.22323394
"diamonds","RaFFLE","MAE",772.222137936912
"diamonds","RaFFLE","MAE",807.311772790907
"diamonds","RaFFLE","MAE",784.53803537797
"diamonds","RaFFLE","MAE",778.328668645991
"diamonds","RaFFLE","MAE",762.939088505189
"diamonds","RaFFLE","MAE",701.157618491831
"diamonds","RaFFLE","MAE",737.47351336344
"diamonds","RaFFLE","MAE",796.666819051875
"diamonds","RaFFLE","MAE",727.725286030654
"diamonds","RaFFLE","MAE",776.57863479461
"diamonds","RaFFLE","RMSE",1330.29377525765
"diamonds","RaFFLE","RMSE",1386.57804353856
"diamonds","RaFFLE","RMSE",1467.22977719739
"diamonds","RaFFLE","RMSE",1381.62985661331
"diamonds","RaFFLE","RMSE",1305.39444231032
"diamonds","RaFFLE","RMSE",1230.37000716966
"diamonds","RaFFLE","RMSE",1352.78166717093
"diamonds","RaFFLE","RMSE",1368.73207879796
"diamonds","RaFFLE","RMSE",1199.44192939456
"diamonds","RaFFLE","RMSE",1365.41283985245
"diamonds","RaFFLE","R2",0.88690917401374
"diamonds","RaFFLE","R2",0.875992143957103
"diamonds","RaFFLE","R2",0.866146141678636
"diamonds","RaFFLE","R2",0.882391388793877
"diamonds","RaFFLE","R2",0.889155287901949
"diamonds","RaFFLE","R2",0.902699325450694
"diamonds","RaFFLE","R2",0.881656459698722
"diamonds","RaFFLE","R2",0.878321373960749
"diamonds","RaFFLE","R2",0.904553610476613
"diamonds","RaFFLE","R2",0.886525639391054
"diamonds","PRForest","MSE",1935918.13373716
"diamonds","PRForest","MSE",2188409.92567578
"diamonds","PRForest","MSE",2310680.43207632
"diamonds","PRForest","MSE",1923837.10352066
"diamonds","PRForest","MSE",1924731.65931136
"diamonds","PRForest","MSE",1581639.96520952
"diamonds","PRForest","MSE",1784053.24992324
"diamonds","PRForest","MSE",2049909.31477845
"diamonds","PRForest","MSE",1612905.59585144
"diamonds","PRForest","MSE",1975284.17927391
"diamonds","PRForest","MAE",807.012850546514
"diamonds","PRForest","MAE",861.260098678821
"diamonds","PRForest","MAE",810.532677116144
"diamonds","PRForest","MAE",791.926002070881
"diamonds","PRForest","MAE",816.325721436515
"diamonds","PRForest","MAE",722.304279837334
"diamonds","PRForest","MAE",756.987901501628
"diamonds","PRForest","MAE",836.638145089743
"diamonds","PRForest","MAE",777.055281391811
"diamonds","PRForest","MAE",809.440537595489
"diamonds","PRForest","RMSE",1391.3727515433
"diamonds","PRForest","RMSE",1479.32752481517
"diamonds","PRForest","RMSE",1520.09224459449
"diamonds","PRForest","RMSE",1387.02455043905
"diamonds","PRForest","RMSE",1387.34698590921
"diamonds","PRForest","RMSE",1257.63268294424
"diamonds","PRForest","RMSE",1335.68456228379
"diamonds","PRForest","RMSE",1431.75043732435
"diamonds","PRForest","RMSE",1270.00220308921
"diamonds","PRForest","RMSE",1405.44803506708
"diamonds","PRForest","R2",0.876285886888916
"diamonds","PRForest","R2",0.858847284592239
"diamonds","PRForest","R2",0.856327213119538
"diamonds","PRForest","R2",0.88147116967359
"diamonds","PRForest","R2",0.874800772005444
"diamonds","PRForest","R2",0.898339554193681
"diamonds","PRForest","R2",0.884628921625726
"diamonds","PRForest","R2",0.866858926509172
"diamonds","PRForest","R2",0.892993539149558
"diamonds","PRForest","R2",0.879773732414539
"diamonds","RandomForest","MSE",1846276.73414184
"diamonds","RandomForest","MSE",2109219.77091533
"diamonds","RandomForest","MSE",2332922.11099828
"diamonds","RandomForest","MSE",2084908.20516482
"diamonds","RandomForest","MSE",1795837.24138398
"diamonds","RandomForest","MSE",1758087.94137354
"diamonds","RandomForest","MSE",1896689.96127807
"diamonds","RandomForest","MSE",1954402.72282499
"diamonds","RandomForest","MSE",1653541.51727733
"diamonds","RandomForest","MSE",1958042.93719585
"diamonds","RandomForest","MAE",786.416390124646
"diamonds","RandomForest","MAE",844.486757550528
"diamonds","RandomForest","MAE",814.073700596198
"diamonds","RandomForest","MAE",811.497646668565
"diamonds","RandomForest","MAE",772.137314195218
"diamonds","RandomForest","MAE",739.520589031031
"diamonds","RandomForest","MAE",767.217734463833
"diamonds","RandomForest","MAE",809.716780660773
"diamonds","RandomForest","MAE",769.71013116649
"diamonds","RandomForest","MAE",791.492359202
"diamonds","RandomForest","RMSE",1358.77766177614
"diamonds","RandomForest","RMSE",1452.31531387482
"diamonds","RandomForest","RMSE",1527.39062161527
"diamonds","RandomForest","RMSE",1443.92112151766
"diamonds","RandomForest","RMSE",1340.08851998067
"diamonds","RandomForest","RMSE",1325.92908610285
"diamonds","RandomForest","RMSE",1377.20367458051
"diamonds","RandomForest","RMSE",1397.99954321344
"diamonds","RandomForest","RMSE",1285.90105267759
"diamonds","RandomForest","RMSE",1399.30087443546
"diamonds","RandomForest","R2",0.882014386485933
"diamonds","RandomForest","R2",0.86395505953278
"diamonds","RandomForest","R2",0.854944276755315
"diamonds","RandomForest","R2",0.87154747642413
"diamonds","RandomForest","R2",0.883185048088423
"diamonds","RandomForest","R2",0.886998300613205
"diamonds","RandomForest","R2",0.877344935649355
"diamonds","RandomForest","R2",0.873062054660481
"diamonds","RandomForest","R2",0.890297593307243
"diamonds","RandomForest","R2",0.88082312581592
"diamonds","XGBoost","MSE",1758797.69341919
"diamonds","XGBoost","MSE",1910263.61113816
"diamonds","XGBoost","MSE",2165822.23378186
"diamonds","XGBoost","MSE",1860269.1307835
"diamonds","XGBoost","MSE",1698477.4160868
"diamonds","XGBoost","MSE",1555188.98152458
"diamonds","XGBoost","MSE",1772966.39849635
"diamonds","XGBoost","MSE",1902700.30129857
"diamonds","XGBoost","MSE",1468451.1555425
"diamonds","XGBoost","MSE",1883337.56938792
"diamonds","XGBoost","MAE",766.143897277832
"diamonds","XGBoost","MAE",807.541916412354
"diamonds","XGBoost","MAE",786.616941680908
"diamonds","XGBoost","MAE",775.907413757324
"diamonds","XGBoost","MAE",764.954371704102
"diamonds","XGBoost","MAE",713.250294158936
"diamonds","XGBoost","MAE",731.533133270264
"diamonds","XGBoost","MAE",793.72592980957
"diamonds","XGBoost","MAE",738.811286407471
"diamonds","XGBoost","MAE",783.556638183594
"diamonds","XGBoost","RMSE",1326.19670238588
"diamonds","XGBoost","RMSE",1382.12286398068
"diamonds","XGBoost","RMSE",1471.67327684574
"diamonds","XGBoost","RMSE",1363.91683426208
"diamonds","XGBoost","RMSE",1303.25646596777
"diamonds","XGBoost","RMSE",1247.07216371972
"diamonds","XGBoost","RMSE",1331.52784368047
"diamonds","XGBoost","RMSE",1379.38402966635
"diamonds","XGBoost","RMSE",1211.79666427273
"diamonds","XGBoost","RMSE",1372.34746671093
"diamonds","XGBoost","R2",0.887604701360416
"diamonds","XGBoost","R2",0.876787756857974
"diamonds","XGBoost","R2",0.865334162225324
"diamonds","XGBoost","R2",0.885387632996274
"diamonds","XGBoost","R2",0.889518073736919
"diamonds","XGBoost","R2",0.900039700151406
"diamonds","XGBoost","R2",0.885345885654098
"diamonds","XGBoost","R2",0.87642011340702
"diamonds","XGBoost","R2",0.902577211282229
"diamonds","XGBoost","R2",0.885370090568834
"diamonds","LightGBM","MSE",1764440.82857594
"diamonds","LightGBM","MSE",1943529.62699145
"diamonds","LightGBM","MSE",2166796.79816019
"diamonds","LightGBM","MSE",1897170.34752685
"diamonds","LightGBM","MSE",1721918.52234406
"diamonds","LightGBM","MSE",1573291.35121949
"diamonds","LightGBM","MSE",1791373.79091227
"diamonds","LightGBM","MSE",1862046.24703969
"diamonds","LightGBM","MSE",1453579.50561053
"diamonds","LightGBM","MSE",1823858.95057164
"diamonds","LightGBM","MAE",770.568435461711
"diamonds","LightGBM","MAE",817.282938461813
"diamonds","LightGBM","MAE",794.595747303011
"diamonds","LightGBM","MAE",780.63482618878
"diamonds","LightGBM","MAE",769.626207584246
"diamonds","LightGBM","MAE",711.362431542026
"diamonds","LightGBM","MAE",747.932153699773
"diamonds","LightGBM","MAE",790.734159734012
"diamonds","LightGBM","MAE",736.420839075177
"diamonds","LightGBM","MAE",777.287723712914
"diamonds","LightGBM","RMSE",1328.32256194643
"diamonds","LightGBM","RMSE",1394.105314168
"diamonds","LightGBM","RMSE",1472.00434719473
"diamonds","LightGBM","RMSE",1377.378069931
"diamonds","LightGBM","RMSE",1312.21893079778
"diamonds","LightGBM","RMSE",1254.30911310549
"diamonds","LightGBM","RMSE",1338.42212732466
"diamonds","LightGBM","RMSE",1364.56815404716
"diamonds","LightGBM","RMSE",1205.64485053043
"diamonds","LightGBM","RMSE",1350.50322123705
"diamonds","LightGBM","R2",0.887244078951381
"diamonds","LightGBM","R2",0.874642094652097
"diamonds","LightGBM","R2",0.865273566057076
"diamonds","LightGBM","R2",0.883114125509488
"diamonds","LightGBM","R2",0.887993285389125
"diamonds","LightGBM","R2",0.898876164192645
"diamonds","LightGBM","R2",0.88415551719779
"diamonds","LightGBM","R2",0.879060583591121
"diamonds","LightGBM","R2",0.903563854660688
"diamonds","LightGBM","R2",0.888990274649915
"ozone","RaFFLE","MSE",24.7002334725513
"ozone","RaFFLE","MSE",17.7555669464133
"ozone","RaFFLE","MSE",16.1541737268754
"ozone","RaFFLE","MSE",16.1393809591398
"ozone","RaFFLE","MSE",14.2046968761788
"ozone","RaFFLE","MSE",20.4995069278564
"ozone","RaFFLE","MSE",27.1065824466726
"ozone","RaFFLE","MSE",16.9024729298499
"ozone","RaFFLE","MSE",15.0930115001227
"ozone","RaFFLE","MSE",10.8773014420518
"ozone","RaFFLE","MAE",3.66295913717448
"ozone","RaFFLE","MAE",2.83269405106416
"ozone","RaFFLE","MAE",3.20415989895176
"ozone","RaFFLE","MAE",3.24814939931474
"ozone","RaFFLE","MAE",3.06773409966247
"ozone","RaFFLE","MAE",3.23052141860027
"ozone","RaFFLE","MAE",4.22209739175483
"ozone","RaFFLE","MAE",3.41525203611732
"ozone","RaFFLE","MAE",2.75971801194939
"ozone","RaFFLE","MAE",2.49821819117552
"ozone","RaFFLE","RMSE",4.96993294447232
"ozone","RaFFLE","RMSE",4.21373550978384
"ozone","RaFFLE","RMSE",4.01922551331415
"ozone","RaFFLE","RMSE",4.01738484080625
"ozone","RaFFLE","RMSE",3.76891189551823
"ozone","RaFFLE","RMSE",4.527638118032
"ozone","RaFFLE","RMSE",5.2063982220603
"ozone","RaFFLE","RMSE",4.11126171994072
"ozone","RaFFLE","RMSE",3.88497252244115
"ozone","RaFFLE","RMSE",3.29807541485209
"ozone","RaFFLE","R2",0.63279385917627
"ozone","RaFFLE","R2",0.684008418821618
"ozone","RaFFLE","R2",0.774217495693415
"ozone","RaFFLE","R2",0.610044542900467
"ozone","RaFFLE","R2",0.732125842700885
"ozone","RaFFLE","R2",0.551310381880025
"ozone","RaFFLE","R2",0.663940212662129
"ozone","RaFFLE","R2",0.783931827939664
"ozone","RaFFLE","R2",0.828911729602248
"ozone","RaFFLE","R2",0.839827691915008
"ozone","PRForest","MSE",28.4484762869781
"ozone","PRForest","MSE",18.0210838859195
"ozone","PRForest","MSE",18.4400150144791
"ozone","PRForest","MSE",13.3603484766704
"ozone","PRForest","MSE",15.0372964197862
"ozone","PRForest","MSE",25.1687747095202
"ozone","PRForest","MSE",21.4010126783868
"ozone","PRForest","MSE",10.955413551662
"ozone","PRForest","MSE",13.3534361012153
"ozone","PRForest","MSE",524225.577157887
"ozone","PRForest","MAE",3.81682232276174
"ozone","PRForest","MAE",2.92416033624157
"ozone","PRForest","MAE",3.27659707657174
"ozone","PRForest","MAE",2.95905669623524
"ozone","PRForest","MAE",3.0237391263802
"ozone","PRForest","MAE",3.64066688584984
"ozone","PRForest","MAE",3.66070331810602
"ozone","PRForest","MAE",2.67212542717154
"ozone","PRForest","MAE",2.76010229333332
"ozone","PRForest","MAE",723.416334863983
"ozone","PRForest","RMSE",5.33371130517748
"ozone","PRForest","RMSE",4.24512471971314
"ozone","PRForest","RMSE",4.29418385895144
"ozone","PRForest","RMSE",3.65518104567618
"ozone","PRForest","RMSE",3.87779530400796
"ozone","PRForest","RMSE",5.01684908179628
"ozone","PRForest","RMSE",4.62612285595474
"ozone","PRForest","RMSE",3.30989630527332
"ozone","PRForest","RMSE",3.65423536478088
"ozone","PRForest","RMSE",724.034237559169
"ozone","PRForest","R2",0.577070589180241
"ozone","PRForest","R2",0.679283077310562
"ozone","PRForest","R2",0.742268912058715
"ozone","PRForest","R2",0.677190791244156
"ozone","PRForest","R2",0.71642456423957
"ozone","PRForest","R2",0.449110266275892
"ozone","PRForest","R2",0.73467626235573
"ozone","PRForest","R2",0.859954446305175
"ozone","PRForest","R2",0.848630852338167
"ozone","PRForest","R2",-7718.4165389175
"ozone","RandomForest","MSE",28.924076989418
"ozone","RandomForest","MSE",17.1841450111111
"ozone","RandomForest","MSE",16.8109346736111
"ozone","RandomForest","MSE",15.717068042328
"ozone","RandomForest","MSE",14.6341457152778
"ozone","RandomForest","MSE",22.7127115319445
"ozone","RandomForest","MSE",29.8577419277778
"ozone","RandomForest","MSE",14.9881838333333
"ozone","RandomForest","MSE",13.1473034695767
"ozone","RandomForest","MSE",11.2582242694444
"ozone","RandomForest","MAE",3.95442857142857
"ozone","RandomForest","MAE",3.0017
"ozone","RandomForest","MAE",3.28304166666667
"ozone","RandomForest","MAE",3.33206349206349
"ozone","RandomForest","MAE",3.09855833333333
"ozone","RandomForest","MAE",3.57540833333333
"ozone","RandomForest","MAE",4.23208333333333
"ozone","RandomForest","MAE",3.17125
"ozone","RandomForest","MAE",2.74572222222222
"ozone","RandomForest","MAE",2.49508333333333
"ozone","RandomForest","RMSE",5.37811091271071
"ozone","RandomForest","RMSE",4.14537634131222
"ozone","RandomForest","RMSE",4.10011398300231
"ozone","RandomForest","RMSE",3.96447575882714
"ozone","RandomForest","RMSE",3.82546019653555
"ozone","RandomForest","RMSE",4.76578551048455
"ozone","RandomForest","RMSE",5.46422381750398
"ozone","RandomForest","RMSE",3.87145758511356
"ozone","RandomForest","RMSE",3.62592105120571
"ozone","RandomForest","RMSE",3.35532774396846
"ozone","RandomForest","R2",0.570000069028677
"ozone","RandomForest","R2",0.694177878428348
"ozone","RandomForest","R2",0.765038126089505
"ozone","RandomForest","R2",0.620248355979254
"ozone","RandomForest","R2",0.724027236522978
"ozone","RandomForest","R2",0.502868147043623
"ozone","RandomForest","R2",0.629832110987134
"ozone","RandomForest","R2",0.808402622692361
"ozone","RandomForest","R2",0.850967488430924
"ozone","RandomForest","R2",0.834218461648587
"ozone","XGBoost","MSE",27.0727163859118
"ozone","XGBoost","MSE",16.2830574632264
"ozone","XGBoost","MSE",22.9983336215782
"ozone","XGBoost","MSE",17.4679828912833
"ozone","XGBoost","MSE",15.2212059776376
"ozone","XGBoost","MSE",22.500171527746
"ozone","XGBoost","MSE",35.079960763678
"ozone","XGBoost","MSE",21.9374421964051
"ozone","XGBoost","MSE",13.8917834939282
"ozone","XGBoost","MSE",12.0572311638323
"ozone","XGBoost","MAE",4.06213823954264
"ozone","XGBoost","MAE",2.75493234395981
"ozone","XGBoost","MAE",3.60792447328568
"ozone","XGBoost","MAE",3.49074829192389
"ozone","XGBoost","MAE",3.15908521413803
"ozone","XGBoost","MAE",3.68686982393265
"ozone","XGBoost","MAE",4.3140038728714
"ozone","XGBoost","MAE",3.58753490447998
"ozone","XGBoost","MAE",2.97258251053946
"ozone","XGBoost","MAE",2.5082201063633
"ozone","XGBoost","RMSE",5.20314485536505
"ozone","XGBoost","RMSE",4.03522706464288
"ozone","XGBoost","RMSE",4.79565778820573
"ozone","XGBoost","RMSE",4.17947160431595
"ozone","XGBoost","RMSE",3.90143639928138
"ozone","XGBoost","RMSE",4.74343457083009
"ozone","XGBoost","RMSE",5.92283384569228
"ozone","XGBoost","RMSE",4.68374232813945
"ozone","XGBoost","RMSE",3.72716829428565
"ozone","XGBoost","RMSE",3.47235239626284
"ozone","XGBoost","R2",0.597523330427889
"ozone","XGBoost","R2",0.710214318148667
"ozone","XGBoost","R2",0.678558529346543
"ozone","XGBoost","R2",0.577943214165245
"ozone","XGBoost","R2",0.712956372115645
"ozone","XGBoost","R2",0.507520185439211
"ozone","XGBoost","R2",0.565088510244508
"ozone","XGBoost","R2",0.719568665796489
"ozone","XGBoost","R2",0.842528364157353
"ozone","XGBoost","R2",0.822452788045467
"ozone","LightGBM","MSE",34.37074520493
"ozone","LightGBM","MSE",15.0631239481127
"ozone","LightGBM","MSE",14.3577472194702
"ozone","LightGBM","MSE",20.679658053151
"ozone","LightGBM","MSE",13.323295157266
"ozone","LightGBM","MSE",20.9196553498119
"ozone","LightGBM","MSE",25.7618533440053
"ozone","LightGBM","MSE",17.4400173836701
"ozone","LightGBM","MSE",12.3058726334291
"ozone","LightGBM","MSE",9.26981981005195
"ozone","LightGBM","MAE",4.35776123904604
"ozone","LightGBM","MAE",2.86127299748199
"ozone","LightGBM","MAE",2.81858526678275
"ozone","LightGBM","MAE",3.69157134109116
"ozone","LightGBM","MAE",2.94628244990997
"ozone","LightGBM","MAE",3.42303846324619
"ozone","LightGBM","MAE",4.00705985256096
"ozone","LightGBM","MAE",3.36905079991572
"ozone","LightGBM","MAE",2.64829818665585
"ozone","LightGBM","MAE",1.88107110630691
"ozone","LightGBM","RMSE",5.86265683840782
"ozone","LightGBM","RMSE",3.88112405729483
"ozone","LightGBM","RMSE",3.78916180961835
"ozone","LightGBM","RMSE",4.54748920319235
"ozone","LightGBM","RMSE",3.65010892402762
"ozone","LightGBM","RMSE",4.57380097400531
"ozone","LightGBM","RMSE",5.07561359285804
"ozone","LightGBM","RMSE",4.17612468488072
"ozone","LightGBM","RMSE",3.50797272415695
"ozone","LightGBM","RMSE",3.04463787831196
"ozone","LightGBM","R2",0.48902714956263
"ozone","LightGBM","R2",0.731925183340226
"ozone","LightGBM","R2",0.799325661700685
"ozone","LightGBM","R2",0.50034356774931
"ozone","LightGBM","R2",0.748747439399066
"ozone","LightGBM","R2",0.542114246789342
"ozone","LightGBM","R2",0.680611785965717
"ozone","LightGBM","R2",0.777060274408998
"ozone","LightGBM","R2",0.860505607872141
"ozone","LightGBM","R2",0.863498456633015
"diabetes","RaFFLE","MSE",3149.86382061587
"diabetes","RaFFLE","MSE",2569.18161231415
"diabetes","RaFFLE","MSE",3966.58136026836
"diabetes","RaFFLE","MSE",3279.82914691678
"diabetes","RaFFLE","MSE",3972.36729983313
"diabetes","RaFFLE","MSE",2630.9805721439
"diabetes","RaFFLE","MSE",3720.9822323104
"diabetes","RaFFLE","MSE",2844.12971287717
"diabetes","RaFFLE","MSE",2936.50646083586
